Product Name,Current Price,Reviewer,Rating,Comment,Time Used
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Bùi đăng thuần,5,"Hôm nay mới ngày thứ 5 rước em về, đối với kỹ sư công trình thì deocj bản vẽ kiến trúc kết cấu con này rất mượt, máy mượt trơn tru chưa thấy vấn đề gì, cảm boeens vân tay nhậy. Cấu hình thế hệ 12 hậu tố H cho đồ hoạ ok, giá cả quá hợp lý, mỏng nhẹ dễ mang cầm thuyết trình.",Đã dùng khoảng 3 ngày
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,H GIƯƠNG MLÔ,4,"Laptop sài ổn, chạy mượt không bị đơ, nhưng mà với một người làm việc vs laptop ở cường độ cao như mình thì pin lại ở dạng không trâu, và pin của máy chỉ kéo dài được khoảng 45tiếng ý",Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Trương Thế Học,5,Hàng tốt trong tầm giá.,Đã dùng khoảng 2 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Như,4,"sử dụng được hơn 1 tuần thấy máy tạm ổn, chơi được game nhẹ như LOL , bắt wifi ổn , mở nhiều tap vẫn chạy mượt .",Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Khoa Hy,5,Tuyệt vời,Đã dùng khoảng 1 tháng
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Chị Tiên,3,Mình k biết sao để liên hệ về lỗi này. Nguyên nhân là sao ạ. Hình như máy bắt sóng WF yếu. Và có bị xung đột gì k. Giờ mình cần liên hệ đến sđt nào ạ,Đã dùng khoảng 2 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Nguyễn Toàn,5,Ok,Đã dùng khoảng 3 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Tuấn Anh,5,Tốt,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Ba,5,sau 3 ngày sử dụng thì cảm thấy ổn . Màn hình hơi run khi ngồi dưới quạt sài,Đã dùng khoảng 1 ngày
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Liêm,4,,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Nguyễn Thị Kiều Oanh,4,,Đã dùng khoảng 3 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Trần Thị Anh Thư,4,,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Anh Tuan,5,,Đã dùng khoảng 1 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Hoàng Triết,3,Sao laptop lenovo loq mình mới mua dù sạc đầy 100% pin và cắm sạc nhưng chơi game vẫn tụt % pin vậy,Đã dùng khoảng 6 ngày
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Lê Đình Hiếu,5,"Cấu hình ổn, tản nhiệt tốt.",Đã dùng khoảng 2 ngày
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,NGUYEN TAN DAT,3,mình mua dc 2 tuần cứ đôi lúc là liệt một vài nút,Đã dùng khoảng 1 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Phúc,5,"Laptop chất lượng cao, giá hợp lý, hiệu năng mạnh, tản nhiệt tốt, chơi game chỉ 60 độ khi GPU 100%.",Đã dùng khoảng 1 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,ĐỖ NGUYÊN LỘC,5,"Rất ok. Cấu hình, chất lượng như quảng cáo",Đã dùng khoảng 4 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Nguyên,3,Vỏ laptop dễ bị xước đen. làm cách nào để khắc phục,Đã dùng khoảng 1 tháng
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Linh,3,mới mua sao không sử dụng được chuột cảm ứng nhỉ,Đã dùng khoảng 1 ngày
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Nguyễn Đăng Định,5,,Đã dùng khoảng 2 tháng
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Em Đạt,5,,Đã dùng khoảng 3 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Hiên Anh,5,,Đã dùng khoảng 1 tháng
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Công,5,,Đã dùng khoảng 1 tuần
N/A,N/A,huyền trang,3,em muốn cài sang tiếng việt mà máy hong hỗ trợ,Đã dùng khoảng 1 tháng
N/A,N/A,Trịnh Thanh Tú,4,"Em có mua máy này ở thế giới di động Sóc Trăng, nói chung chức năng ok nhma cái Microsoft store của máy e nó sài kh đc cứ xoay xoay hoài",Đã dùng khoảng 2 tháng
Laptop Asus Vivobook X1404ZA i5 1235U/16GB/512GB/Win11 (NK376W),14.590.000₫,Vi Nguyệt Hằng,1,"Sản phẩm quá tệ, khách hỏi mua sp từ 1518tr thì giới thiệu loại này. Mua về dùng đc 20 ngày thì giật lag, chuột bàn phím tự di chuyển, tự nháy tự giật. Ra cửa hàng thì nv bảo do ph mềm chạy lại ph mềm đem ề dùng thử r hãng mang ra đổi mua từ 12/8 đến tầm 20/8 thấy giật lag, do mưa bão k thể đem đi bảo hành đc. Hôm nay là 17/9 giật lag điên k làm nổi bài tập. Hôm 12/8 nv vừa khắc phục lỗi đc 2 hôm, dùng thấy vẫn bth nhắn hỏi xem có nên đổi luôn k thì bảo k phải do phần cứng đâu, hôm sau lại giật lag giờ hết hạn đổi rồi còn đâu, mà mình nghĩ loại này dởm cái nào cũng như thế. 14 triệu chứ ít à Bán hàng không có tâm coi tiền bạc của ng khác là cỏ rác à, không thể chịu nổi. Mà giờ đọc thấy 1 đánh giá bên dưới cũng bị y chang vậy, mình dùng qua vài loại laptop rồi cả loại có 8 triệu cũng k bị giật lag như thế này đâu. Kêu do phần mềm Mà trong khi đó chưa tự tải một cái gì, chỉ dùng tác vụ cơ bản.",Đã dùng khoảng 1 tháng
Laptop Asus Vivobook X1404ZA i5 1235U/16GB/512GB/Win11 (NK376W),14.590.000₫,Ngo Hang,3,Dùng 3 tháng. Bị lỗi hư phần cứng. H nhân viên nói bị lỗi hư phần cứng. Phải gửi về hãng sửa. Mọi ng mua máy trong tháng đầu dùng hết chức năng của máy. Đừng để giống tôi. K dùng chuột lap. Dùng chuột rời. H mới phát hiện thì muộn rồi. Gửi về hãng thì k có máy dùng. K gửi thì tự mình chịu máy bị hư,Đã dùng khoảng 3 tháng
Laptop Asus Vivobook X1404ZA i5 1235U/16GB/512GB/Win11 (NK376W),14.590.000₫,Trần Vũ Phong,1,"Tệ, một trải nghiệm cực kì tệ",Đã dùng khoảng 1 tháng
Laptop Asus Vivobook X1404ZA i5 1235U/16GB/512GB/Win11 (NK376W),14.590.000₫,Nam,5,"Dùng ổn, pin cũng được khoảng gần 4 tiếng. Nếu chỉ dùng văn phòng thì chạy mượt các tác vụ.",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nguyễn Thị Kiều Loan,3,"mình vừa mua chiều nay, khi mở cùng lúc tab google meet đã tắt mic và tắt cam và youtube thì bên youtube không thể nghe nhạc được, âm thanh tệ hơn lúc bình thường và bị mất tiếng nhạc nền, chỉ nghe được tiếng hát nhưng cũng bị rè. Mong được hỗ trợ ạ",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Hoàng Văn Lộc,3,"Máy dùng ok, nhưng cắm sạc phải xoay ngược xoay xuôi mới nhận. Cho mình hỏi máy này lấy cục sạc type C sạc được không và nên mua cục sạc type C có thông số như thế nào",Đã dùng khoảng 2 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Văn Phúc,4,máy rất ổn nhưng cũng một số trục trặc,Đã dùng khoảng 3 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Văn Dũng,2,"mặt kê tay và phần mặt bàn phím bị trầy rất nhiều mặc dù có vệ máy rất kĩ xước dăm và mình sử dụng được 4 tháng, tróc sơn nhanh lởm chởm còn lại sử dụng rất ngon lâu lâu bị khựng nhẹ nhưng không đáng kể nếu tài chính tầm 17tr thì em này có i5 gen 13 + rtx 2050+ ram 16gb sẵn thì hợp lí rồi ngoại hình đẹp nhưng dễ trầy xước",Đã dùng khoảng 5 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nguyễn Thị Hồng Mai,5,Con chị sử dụng cũng OK lắm.,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Bùi Cát Vũ,5,"nút f5 trên máy là giảm độ sáng màn hình, làm sao chỉnh cho nó thành refresh lại ạ",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Tân,4,"Khi ghim sạc vỏ máy bị rò điện, khi sờ tay vào có cảm giác bị tê tay. Vừa mua 25/02/2024, cái này do máy bị lỗi hay là máy nào cũng vậy ad.",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Anh Ngô Vũ Việt Hoàng,4,Máy dùng ổn trong phân khúc nhưng Mình nghĩ nên bỏ cái balo đi. Vì cái balo là nguyên nhân gây xước máy ae ạ. Cái balo thiết kế nhìn chắc chắn nhưng phần đáy có 2 con ốc rất sắc cạnh. Mà không lót xốp ở đáy chỉ có 1 lớp vải mỏng nên khi để lap con ốc cọ vào gây xước và móp máy ae để ý nhé.,Đã dùng khoảng 3 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Thị Song Hương,2,"Mới mua mà làm có cái excel đơn giản mà cũng lỗi , loa rè luôn",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nguyễn Thị Bích Chăm,4,Mới xài nên thấy ổn ok,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,TRẦN THỊ TUỆ,3,Máy mình khi call video thì mở thêm tab youtube sẽ bị lọc mất nhạc nền. Chuyển tab màn hình trắng như zalo thì sẽ bị mờ mờ nhẹ rồi mới hiện rõ,Đã dùng khoảng 1 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Trần Tiến Đạt,5,"Rất tốt, nhân viên nhiệt tình, tư vấn các gói khuyến mãi và giảm giá...",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Hữu,4,có ai dùng cpuz kiểm tra ram có hiển thị dual không mn minh ktra thì nó chỉ hiển thị 16gb không hiện gì khác thêm. mình mua laptop ngày 24/11,Đã dùng khoảng 2 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Đỗ Ngọc Uyên,5,dạ rất tốt cấu hình cũng rất mạnh mẽ mượt mà trong phân khúc ạ,Đã dùng khoảng 2 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nghiệp,5,good,Đã dùng khoảng 5 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Ngô Ngọc Cường,5,"Máy build ngon, cứng cáp, cấu hình ổn, màn hình đẹp + trackpad to, nhiệt độ giới hạn ở 60 70 độ C nhưng game vẫn khoẻ.Vấn đề là, trên page TGDĐ ghi rằng còn hỗ trợ 1 khe SSD M.2 NVME Gen 4 nhưng khi mình mở ra check thì chỉ có Gen 3 thôi. Mong TGDĐ ghi rõ thông tin hơn lần sau.",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Anh Chính,5,Tốt.,Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Tất Lâm,4,,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,A Hưng,4,,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Anh Vũ,4,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Trung,2,Nhanh hết pin. Chắc được 3 tiếng.,Đã dùng khoảng 1 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,huệ nguyễn,1,"máy mới mua, mới dùng được 5,10 phút đã nóng máy, pin tụt nhanh, dùng được 1.5 chỉ một tác vụ, đã đổi máy một lần vẫn vậy, điện máy làm ăn lằng nhằng, không giải quyết được vấn đề khách hàng khiếu nại, chưa bao giờ thấy thất vọng về điên máy như vậy,",Đã dùng khoảng 1 tháng
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Trần Trang,3,"Vỏ máy dễ bám vân tay, máy nhanh hết pin.",Đã dùng khoảng 4 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Anh Trung,4,"Máy kiểu dáng đẹp, gọn, nhẹ, giao diện Win 11 đẹp, sang, dùng khá ok. Tuy nhiên, pin khá là nóng, dùng được 5 phút sờ vào máy là thấy nóng hổi. Mình mua và dùng được 1 tuần rồi. Nếu vừa mở youtube vừa làm việc thì pin dùng được khoảng 3.5 tiếng đến 4 tiếng.",Đã dùng khoảng 7 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Anh Minh Tâm,3,Tạm ổn,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,CÔNG TY TNHH MỘT THÀNH VIÊN PHONG MẬU,4,"Máy dùng khỏe. Nhẹ dễ cầm. Có 1 vài điểm k đuợc ưng lắm đó là vỏ nhựa nhám bẩn khó lau, lỗ thoát khí xả thẳng góc phải màn hình bên gây nóng màn hình.",Đã dùng khoảng 2 tháng
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Chị Huấn,5,sản phẩm dùng tốt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Võ Trần Chí,3,E mới mua được mấy ngày. Mà mới bật máy lên cỡ 5p là nó nóng kinh khủng. Giờ liên hệ đmx kiển tra được không ad,Đã dùng khoảng 6 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Quách Thị Phượng,4,Mới dùng nên mọi thứ thấy ổn.,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Vũ Đình Chất,3,Win dung ko tien,Đã dùng khoảng 2 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Tuấn,5,Tốt nhen.,Đã dùng khoảng 3 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Thu Hương,5,"Truy cập nhanh, màn hình hd sắc nét",Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Huỳnh Dũng,4,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Nguyễn Đình Thi,5,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Lê văn tùng,5,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Nguyễn Thị Mến,4,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Vũ Đức Hoàng,4,,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/120Hz/Win11 (MA415W),16.990.000₫,Duy,5,quá ok,Đã dùng khoảng 3 ngày
Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/120Hz/Win11 (MA415W),16.990.000₫,Quý,4,"Màn hình rất đẹp và nét ,120hz rất mượt, máy khởi động nhanh, lo hơi nhỏ, touchpad rộng dùng rất ưng thao tác dễ dàng, cấu hình ổn khởi động nhanh, khá nhẹ và mỏng dễ dàng mang đi",Đã dùng khoảng 2 tuần
Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/120Hz/Win11 (MA415W),16.990.000₫,Tiến,4,Dùng tương đối ổn,Đã dùng khoảng 3 ngày
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,NGUYỄN NGỌC THÚY ANH,5,"Cho em hỏi, em mua máy được tầm 3th thì trên màn hình xuất hiện dấu chấm đen vậy thì nên làm sao ạ",Đã dùng khoảng 1 tháng
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Bằng,5,Cho em hỏi máy này mình xài với máy in Canon LBP2900 được không ạ.,Đã dùng khoảng 1 năm
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Chị Hạnh,5,Máy OK.,Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Nguyễn Gia Bảo,5,Sài mượt mỏng nhẹ rất đẹp,Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Nguyễn Văn Đoàn,5,Quá chất,Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Phạm Minh Tân,5,Tốt muot,Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Tâm Đan,1,Phục vụ rất kém,Đã dùng khoảng 5 ngày
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,bảo gà,4,Oc,Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Anh Mẫn,5,"đã từng mua khá nhiều máy, giờ chuyển qua dòng này cảm thấy rất ổn",Đã dùng khoảng 3 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Trường An,5,Tốt lắm,Đã dùng khoảng 2 tháng
